,Name,Brand,Model,Battery capacity (mAh),Screen size (inches),Touchscreen,Resolution x,Resolution y,Processor,RAM (MB),Internal storage (GB),Rear camera,Front camera,Operating system,Wi-Fi,Bluetooth,GPS,Number of SIMs,3G,4G/ LTE,Price
643,Huawei Y9 Prime 2019,Huawei,Y9 Prime 2019,4000,6.59,Yes,1080,2340,8,4000,128.0,16.0,16.0,Android,Yes,Yes,No,2,Yes,Yes,14450
644,Samsung Galaxy A80,Samsung,Galaxy A80,3700,6.7,Yes,1080,2400,8,8000,128.0,48.0,0.0,Android,Yes,Yes,Yes,2,Yes,Yes,35990
645,Oppo Reno,Oppo,Reno,3765,6.4,Yes,1080,2340,8,8000,128.0,48.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,26990
646,Samsung Galaxy A2 Core,Samsung,Galaxy A2 Core,2600,5.0,Yes,540,960,8,1000,16.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,5290
647,Samsung Galaxy A20,Samsung,Galaxy A20,4000,6.4,Yes,720,1560,8,3000,32.0,13.0,8.0,Android,Yes,Yes,No,1,No,No,9900
648,Vivo Y91i,Vivo,Y91i,4030,6.22,Yes,720,1520,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,6799
649,Panasonic Eluga Ray 800,Panasonic,Eluga Ray 800,4000,5.5,Yes,1080,1920,8,4000,64.0,13.0,8.0,Android,Yes,Yes,No,2,Yes,Yes,6488
650,Lava Z40,Lava,Z40,2250,4.0,Yes,400,800,4,1000,8.0,2.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,3499
651,Samsung Galaxy Fold,Samsung,Galaxy Fold,4380,7.3,Yes,1536,2152,8,12000,512.0,16.0,10.0,Android,Yes,Yes,Yes,2,Yes,Yes,164999
652,Gionee F205 Pro,Gionee,F205 Pro,3000,5.45,Yes,720,1440,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,1,No,No,4488
653,Tecno Camon iAce 2X,Tecno,Camon iAce 2X,3050,5.5,Yes,720,1440,4,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,5899
654,Tecno Camon iAce 2,Tecno,Camon iAce 2,3050,5.5,Yes,720,1440,4,2000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,5199
655,Coolpad Cool 3,Coolpad,Cool 3,3000,5.71,Yes,720,1520,8,3000,32.0,8.0,5.0,Android,Yes,Yes,No,2,No,No,4649
656,Vivo Y91,Vivo,Y91,4030,6.22,Yes,720,1520,8,2000,32.0,13.0,8.0,Android,Yes,Yes,No,2,Yes,Yes,8349
657,Itel A44 Air,Itel,A44 Air,2400,5.45,Yes,480,960,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,3751
658,Oppo R15 Pro,Oppo,R15 Pro,3400,6.28,Yes,1080,2280,8,6000,128.0,20.0,20.0,Android,Yes,Yes,Yes,2,Yes,Yes,14299
659,10.or G2,10.or,G2,5000,6.18,Yes,1080,2246,8,4000,64.0,16.0,12.0,Android,Yes,Yes,Yes,2,Yes,Yes,7999
660,Xolo Era 4X,Xolo,Era 4X,3000,5.45,Yes,720,1440,4,1000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,3999
661,Micromax Infinity N11,Micromax,Infinity N11,4000,6.19,Yes,720,1500,8,2000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,5899
662,Tambo TA-3,Tambo,TA-3,2100,4.95,Yes,480,960,4,1000,16.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,3790
663,Tambo TA-2,Tambo,TA-2,2500,5.0,Yes,480,854,8,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,3400
664,Meizu M6T,Meizu,M6T,3300,5.7,Yes,720,1440,8,3000,32.0,13.0,8.0,Android,Yes,Yes,No,2,Yes,Yes,8999
665,Meizu C9,Meizu,C9,3000,5.45,Yes,720,1440,4,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,3539
666,Motorola Moto G7 Power,Motorola,Moto G7 Power,5000,6.2,Yes,720,1520,8,3000,32.0,12.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,10870
667,Motorola Moto G7,Motorola,Moto G7,3000,6.2,Yes,1080,2270,8,4000,64.0,12.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,8961
668,Itel A44 Power,Itel,A44 Power,4000,5.45,Yes,480,960,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,3990
669,Vivo Y95,Vivo,Y95,4030,6.22,Yes,720,1520,8,4000,64.0,13.0,20.0,Android,Yes,Yes,Yes,1,No,No,10499
670,Lava Z81,Lava,Z81,3000,5.7,Yes,720,1440,4,2000,16.0,13.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,6999
671,Vivo Y93,Vivo,Y93,4030,6.2,Yes,720,1580,8,3000,64.0,13.0,8.0,Android,Yes,Yes,Yes,1,No,No,9950
672,Micromax Bharat 5 Infinity Edition,Micromax,Bharat 5 Infinity Edition,5000,5.45,Yes,720,1440,4,1000,16.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,4699
673,Micromax Spark Go,Micromax,Spark Go,2000,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,3099
674,Panasonic Eluga Z1 Pro,Panasonic,Eluga Z1 Pro,4000,6.19,Yes,720,1500,8,4000,64.0,13.0,8.0,Android,Yes,Yes,No,2,Yes,Yes,8490
675,Panasonic Eluga Z1,Panasonic,Eluga Z1,4000,6.19,Yes,720,1500,8,3000,32.0,13.0,8.0,Android,Yes,Yes,No,2,Yes,Yes,6990
676,Panasonic Eluga Ray 530,Panasonic,Eluga Ray 530,3000,5.7,Yes,720,1440,4,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,8999
677,Razer Phone 2,Razer,Phone 2,4000,5.72,Yes,1440,2560,8,8000,64.0,12.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,54990
678,iVoomi Z1,iVoomi,Z1,2800,5.67,Yes,720,1498,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,4490
679,Panasonic Eluga X1,Panasonic,Eluga X1,3000,6.18,Yes,1080,2246,8,4000,64.0,16.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,8899
680,Intex Staari 11,Intex,Staari 11,2400,5.0,Yes,720,1280,4,2000,16.0,8.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,6999
681,iVoomi iPro,iVoomi,iPro,2000,4.95,Yes,480,960,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,2999
682,Vivo V11,Vivo,V11,3315,6.3,Yes,1080,2340,8,6000,64.0,16.0,25.0,Android,Yes,Yes,Yes,2,Yes,Yes,14229
683,Motorola One,Motorola,One,3000,5.9,Yes,720,1440,8,4000,64.0,13.0,8.0,Android,Yes,Yes,No,1,No,No,9490
684,HTC U12 Life,HTC,U12 Life,3600,6.0,Yes,1080,2160,8,4000,64.0,16.0,13.0,Android,Yes,Yes,Yes,2,No,No,12990
685,Yu Ace,Yu,Ace,4000,5.45,Yes,720,1440,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,No,Yes,3999
686,Homtom H5,Homtom,H5,3300,5.5,Yes,720,1440,8,3000,32.0,16.0,8.0,Android,Yes,Yes,No,2,Yes,Yes,4840
687,Homtom H3,Homtom,H3,3500,5.5,Yes,720,1440,8,3000,32.0,13.0,8.0,Android,Yes,Yes,No,2,Yes,Yes,4900
688,Homtom H1,Homtom,H1,3000,5.5,Yes,640,1280,8,2000,16.0,13.0,8.0,Android,Yes,Yes,No,2,Yes,Yes,3749
689,Lava Z60s,Lava,Z60s,2500,5.0,Yes,720,1080,4,1000,16.0,5.0,5.0,Android,Yes,Yes,Yes,1,No,No,4890
690,Itel A22 Pro,Itel,A22 Pro,2400,5.0,Yes,480,960,4,2000,16.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,4350
691,Itel A45,Itel,A45,2700,5.45,Yes,720,1440,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,4999
692,Samsung Galaxy A8 Star,Samsung,Galaxy A8 Star,3700,6.28,Yes,1880,2220,8,6000,64.0,16.0,24.0,Android,Yes,Yes,Yes,2,No,No,20800
693,Vivo Y83 Pro,Vivo,Y83 Pro,3260,6.22,Yes,720,1520,8,4000,64.0,13.0,8.0,Android,Yes,Yes,Yes,1,No,No,13950
694,Tecno Camon iSky 2,Tecno,Camon iSky 2,3050,5.5,Yes,720,1440,4,2000,16.0,13.0,13.0,Android,Yes,Yes,No,2,Yes,Yes,5899
695,Tecno Camon iACE,Tecno,Camon iACE,3050,5.5,Yes,720,1440,4,2000,16.0,13.0,8.0,Android,Yes,Yes,No,2,Yes,Yes,4599
696,Oppo R17,Oppo,R17,3500,6.4,Yes,1080,2280,8,8000,128.0,16.0,25.0,Android,Yes,Yes,Yes,1,No,No,17990
697,Meizu 16,Meizu,16,3010,6.0,Yes,1080,2160,8,6000,64.0,12.0,20.0,Android,Yes,Yes,Yes,2,Yes,Yes,19490
698,BlackBerry Evolve,BlackBerry,Evolve,4000,5.99,Yes,1080,2160,8,4000,64.0,13.0,16.0,Android,Yes,Yes,Yes,1,No,No,13999
699,Samsung Galaxy On8 (2018),Samsung,Galaxy On8 (2018),3500,6.0,Yes,720,1480,8,4000,64.0,16.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,19990
700,Tecno Camon iTwin,Tecno,Camon iTwin,4000,6.0,Yes,720,1440,4,3000,32.0,13.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,8990
701,Vivo Y71i,Vivo,Y71i,3285,6.0,Yes,720,1440,4,2000,16.0,8.0,5.0,Android,No,Yes,No,1,No,No,7500
702,Alcatel 5V,Alcatel,5V,4000,6.2,Yes,720,1500,8,3000,32.0,12.0,8.0,Android,Yes,Yes,Yes,1,No,No,12999
703,Intex Infie 33,Intex,Infie 33,3000,5.34,Yes,480,960,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,3499
704,Intex Infie 3,Intex,Infie 3,2000,4.95,Yes,480,960,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,3450
705,Oppo A3s,Oppo,A3s,4230,6.2,Yes,720,1520,8,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,1,No,No,7450
706,Oppo A5,Oppo,A5,4230,6.2,Yes,720,1520,8,4000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,8990
707,Vivo Z10,Vivo,Z10,3225,6.0,Yes,720,1440,8,4000,32.0,16.0,24.0,Android,Yes,Yes,Yes,1,No,No,7994
708,Samsung Galaxy On6,Samsung,Galaxy On6,3000,5.6,Yes,720,1480,8,4000,64.0,13.0,8.0,Android,Yes,Yes,No,2,Yes,Yes,17600
709,Alcatel 1,Alcatel,1,2000,5.0,Yes,480,960,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,1,Yes,Yes,3499
710,Vivo Y81,Vivo,Y81,3260,6.22,Yes,720,1520,8,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,9790
711,Panasonic P90,Panasonic,P90,2400,5.0,Yes,720,1280,4,1000,16.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,3899
712,Lephone Dazen 6A,Lephone,Dazen 6A,3000,5.7,Yes,720,1440,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,1,No,No,7900
713,Comio C1 Pro,Comio,C1 Pro,2500,5.0,Yes,720,1440,4,1000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,6499
714,iVoomi V5,iVoomi,V5,2800,5.0,Yes,480,854,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,2999
715,LG Q Stylus+,LG,Q Stylus+,3300,6.2,Yes,1080,2160,8,4000,64.0,16.0,5.0,Android,Yes,Yes,Yes,1,No,No,16999
716,LG Q Stylus,LG,Q Stylus,3300,6.2,Yes,1080,2160,8,3000,32.0,16.0,5.0,Android,Yes,Yes,Yes,1,No,No,14999
717,Lenovo A5,Lenovo,A5,4000,5.45,Yes,720,1440,4,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,5300
718,Nokia 3.1,Nokia,3.1,2990,5.2,Yes,720,1440,8,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,1,No,No,5994
719,Aqua Jazz,Aqua,Jazz,2800,5.0,Yes,720,1280,4,1000,16.0,13.0,5.0,Android,Yes,Yes,No,1,No,No,4599
720,Vivo Y83,Vivo,Y83,3260,6.22,Yes,720,1520,8,4000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,10399
721,BlackBerry KEY2,BlackBerry,KEY2,3500,4.5,Yes,1080,1620,8,4000,64.0,12.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,19994
722,Mobiistar CQ,Mobiistar,CQ,3000,5.0,Yes,720,1280,4,2000,16.0,8.0,13.0,Android,Yes,Yes,No,2,Yes,Yes,4294
723,Micromax Bharat Go,Micromax,Bharat Go,2000,4.5,Yes,480,854,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,3789
724,iVoomi i2,iVoomi,i2,4000,5.45,Yes,720,1440,4,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,No,Yes,4299
725,LG Q7+,LG,Q7+,3000,5.5,Yes,1080,2160,8,4000,64.0,16.0,5.0,Android,Yes,Yes,Yes,1,No,No,11849
726,LG Q7,LG,Q7,3000,5.5,Yes,1080,2160,8,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,1,No,No,8875
727,HTC U12+,HTC,U12+,3500,6.0,Yes,1440,2880,8,6000,64.0,12.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,74990
728,Nokia X6,Nokia,X6,3060,5.8,Yes,1080,2280,8,4000,32.0,16.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,6999
729,Kult Impulse,Kult,Impulse,4000,5.99,Yes,720,1440,4,3000,32.0,13.0,13.0,Android,Yes,Yes,Yes,2,No,No,4378
730,Samsung Galaxy J4,Samsung,Galaxy J4,3000,5.5,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,6924
731,Karbonn Frames S9,Karbonn,Frames S9,2900,5.2,Yes,720,1280,4,2000,16.0,8.0,8.0,Android,Yes,Yes,Yes,2,No,No,6999
732,Intex Staari 10,Intex,Staari 10,2800,5.2,Yes,720,1280,4,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,4999
733,Panasonic P95,Panasonic,P95,2300,5.0,Yes,720,1280,4,1000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,No,No,3675
734,LG G7 ThinQ,LG,G7 ThinQ,3000,6.1,Yes,1440,3120,8,4000,64.0,16.0,8.0,Android,Yes,Yes,Yes,2,No,No,35999
735,Samsung Galaxy A6,Samsung,Galaxy A6,3000,5.6,Yes,720,1480,8,4000,32.0,16.0,16.0,Android,Yes,Yes,Yes,1,No,No,12999
736,Samsung Galaxy J2 (2018),Samsung,Galaxy J2 (2018),2600,5.0,Yes,540,960,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,6799
737,Vivo Y53i,Vivo,Y53i,2500,5.0,Yes,540,960,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,7706
738,Vivo V9 Youth,Vivo,V9 Youth,3260,6.3,Yes,1080,2280,8,4000,32.0,16.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,8990
739,Moto E5,Motorola,Moto E5,4000,5.7,Yes,720,1440,4,2000,16.0,13.0,5.0,Android,Yes,Yes,No,2,Yes,Yes,7950
740,Vivo Y71,Vivo,Y71,3360,6.0,Yes,720,1440,4,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,8500
741,Coolpad A1,Coolpad,A1,2500,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,No,1,No,No,4590
742,Samsung Galaxy J7 Duo,Samsung,Galaxy J7 Duo,3000,5.5,Yes,720,1280,8,4000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,No,No,10640
743,Honor 7A,Honor,7A,3000,5.7,Yes,720,1440,8,2000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,6999
744,Lava Z91,Lava,Z91,3000,5.7,Yes,720,1440,4,2000,16.0,13.0,8.0,Android,No,No,No,2,No,No,7999
745,Oppo A83 (2018),Oppo,A83 (2018),3180,5.7,Yes,720,1440,8,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,9490
746,LG K9,LG,K9,2500,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,No,2,Yes,Yes,6299
747,Samsung Galaxy J7 Prime 2,Samsung,Galaxy J7 Prime 2,3300,5.5,Yes,1080,1920,8,3000,32.0,13.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,10500
748,Intex Aqua Lions E3,Intex,Aqua Lions E3,2500,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,No,No,3999
749,Itel A44 Pro,Itel,A44 Pro,2400,5.45,Yes,720,1440,4,2000,16.0,8.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,3890
750,Itel A44,Itel,A44,2400,5.45,Yes,480,960,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,6600
751,Moto G6 Plus,Motorola,Moto G6 Plus,3200,5.93,Yes,1080,2160,8,4000,64.0,12.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,12900
752,Lava Z50,Lava,Z50,2000,4.5,Yes,480,854,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,4540
753,Sony Xperia XZ2,Sony,Xperia XZ2,3180,5.7,Yes,1080,2160,8,4000,64.0,19.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,57900
754,Nokia 8110 4G,Nokia,8110 4G,1500,2.45,No,240,320,2,512,4.0,2.0,0.0,Cyanogen,Yes,Yes,Yes,2,Yes,Yes,2999
755,Alcatel 3V,Alcatel,3V,3000,6.0,Yes,1080,2160,4,3000,32.0,16.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,10999
756,Alcatel 3X,Alcatel,3X,3000,5.7,Yes,720,1440,4,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,9999
757,Cat S61,Cat,S61,4500,5.2,Yes,1080,1920,8,4000,64.0,16.0,8.0,Android,Yes,Yes,No,1,No,No,67900
758,Karbonn Titanium Jumbo 2,Karbonn,Titanium Jumbo 2,4000,5.5,Yes,720,1280,4,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,8226
759,Celkon UniQ,Celkon,UniQ,2700,5.0,Yes,720,1280,4,3000,32.0,16.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,7249
760,Comio C2 Lite,Comio,C2 Lite,3900,5.0,Yes,720,1280,4,1000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,5999
761,Comio S1 Lite,Comio,S1 Lite,3050,5.0,Yes,720,1280,4,2000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,5399
762,Ziox Duopix F9,Ziox,Duopix F9,2500,5.0,Yes,720,1280,4,1000,16.0,8.0,8.0,Android,Yes,Yes,Yes,1,No,No,3599
763,Intex Aqua Lions T1 Lite,Intex,Aqua Lions T1 Lite,2200,5.0,Yes,720,1280,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,1,No,No,3799
764,Panasonic P100,Panasonic,P100,2200,5.0,Yes,720,1280,4,1000,16.0,8.0,5.0,Android,Yes,Yes,No,2,Yes,Yes,4499
765,InFocus A2,InFocus,A2,2400,5.0,Yes,720,1280,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,1,No,No,3899
766,Oppo A71 (2018),Oppo,A71 (2018),3000,5.2,Yes,720,1280,8,3000,16.0,13.0,5.0,Android,Yes,Yes,No,2,Yes,Yes,7999
767,Vivo Y53,Vivo,Y53,2500,5.0,Yes,540,960,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,8490
768,Ziox Astra Star,Ziox,Astra Star,2350,5.0,Yes,480,854,4,1000,16.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,3799
769,HTC U11 EYEs,HTC,U11 EYEs,3930,6.0,Yes,1080,2160,8,4000,64.0,12.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,19999
770,Karbonn Titanium Frames S7,Karbonn,Titanium Frames S7,3000,5.5,Yes,1080,1920,4,3000,32.0,13.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,4799
771,iVoomi i1s,iVoomi,i1s,3000,5.45,Yes,640,1280,4,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,4999
772,Sony Xperia L2,Sony,Xperia L2,3300,5.5,Yes,720,1280,4,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,73300
773,Sony Xperia XA2 Ultra,Sony,Xperia XA2 Ultra,3580,6.0,Yes,1080,1920,8,4000,32.0,23.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,74164
774,Micromax Bharat 5 Plus,Micromax,Bharat 5 Plus,5000,5.2,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,1,No,No,4470
775,Gionee S10 Lite,Gionee,S10 Lite,3100,5.2,Yes,720,1280,4,4000,32.0,13.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,6290
776,Ziox Duopix R1,Ziox,Duopix R1,2600,5.0,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,3199
777,Celkon Star 4G+,Celkon,Star 4G+,1800,4.0,Yes,480,800,4,512,4.0,3.2,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,2999
778,Karbonn K9 Music 4G,Karbonn,K9 Music 4G,2200,5.0,Yes,480,854,4,1000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,4190
779,Itel A20,Itel,A20,1700,4.0,Yes,480,800,4,1000,8.0,2.0,0.3,Android,Yes,Yes,Yes,2,Yes,Yes,3749
780,Jivi Revolution TnT3,Jivi,Revolution TnT3,2300,4.0,Yes,480,800,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,2550
781,Panasonic Eluga I9,Panasonic,Eluga I9,2500,5.0,Yes,720,1280,4,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,5490
782,Intex Elyt E6,Intex,Elyt E6,4000,5.0,Yes,720,1280,4,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,6729
783,Micromax Bharat 2 Plus,Micromax,Bharat 2 Plus,1600,4.0,Yes,480,800,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,2340
784,Micromax Canvas Infinity Pro,Micromax,Canvas Infinity Pro,3000,5.7,Yes,720,1440,8,4000,64.0,20.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,6999
785,Kult Ambition,Kult,Ambition,2600,5.0,Yes,720,1280,4,3000,32.0,13.0,5.0,Android,Yes,Yes,No,2,Yes,Yes,3999
786,Micromax Bharat 5,Micromax,Bharat 5,5000,5.2,Yes,720,1280,4,1000,16.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,4790
787,Intex Elyt Dual,Intex,Elyt Dual,2400,5.0,Yes,720,1280,4,2000,16.0,8.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,5295
788,Gionee F205,Gionee,F205,2670,5.45,Yes,720,1440,8,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,3999
789,Panasonic P91,Panasonic,P91,2500,5.0,Yes,720,1280,4,1000,16.0,8.0,5.0,Android,Yes,No,Yes,2,Yes,Yes,7990
790,Infinix Zero 5,Infinix,Zero 5,4350,5.98,Yes,1080,1920,8,6000,64.0,12.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,12999
791,Intex Aqua Jewel 2,Intex,Aqua Jewel 2,2500,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,4970
792,Intex Aqua Lions T1,Intex,Aqua Lions T1,2700,5.2,Yes,480,854,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,4495
793,Karbonn K9 Smart Eco,Karbonn,K9 Smart Eco,2300,5.0,Yes,480,854,4,1000,8.0,2.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,2999
794,Karbonn K9 Smart Yuva,Karbonn,K9 Smart Yuva,2300,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,3800
795,Karbonn A1 Indian,Karbonn,A1 Indian,1500,4.0,Yes,480,800,4,1000,8.0,3.2,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,2450
796,Billion Capture+,Billion,Capture+,3500,5.5,Yes,1080,1920,8,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,4890
797,Zen Admire Unity,Zen,Admire Unity,2300,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,3999
798,Panasonic Eluga I5,Panasonic,Eluga I5,2500,5.0,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,8990
799,Itel S21,Itel,S21,2700,5.0,Yes,480,854,4,1000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,4900
800,Panasonic Eluga A4,Panasonic,Eluga A4,5000,5.2,Yes,720,1280,4,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,5935
801,Redmi Y1 Lite,Xiaomi,Redmi Y1 Lite,3080,5.5,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,5999
802,Huawei Holly 4 Plus,Huawei,Holly 4 Plus,4000,5.5,Yes,720,1290,4,3000,32.0,12.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,14990
803,Karbonn K9 Smart Selfie,Karbonn,K9 Smart Selfie,2300,5.0,Yes,480,854,4,1000,8.0,5.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,3282
804,Celkon Smart 4G,Celkon,Smart 4G,1500,4.0,Yes,480,800,4,1000,8.0,3.2,2.0,Android,Yes,Yes,No,2,Yes,Yes,3199
805,Sony Xperia R1 Plus,Sony,Xperia R1 Plus,2620,5.2,Yes,720,1280,8,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,9500
806,Sony Xperia R1,Sony,Xperia R1,2620,5.2,Yes,720,1280,8,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,9990
807,Karbonn Titanium Jumbo,Karbonn,Titanium Jumbo,4000,5.0,Yes,720,1280,4,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,7490
808,Micromax Bharat-2 Ultra,Micromax,Bharat-2 Ultra,1300,4.0,Yes,480,800,4,512,4.0,2.0,0.3,Android,Yes,Yes,Yes,2,Yes,Yes,2299
